  5.0000   5.0000   5.0000  -1.4270  -1.8120   1.4880   5.6001 
  5.0000   5.0000   5.0000  -0.1110  -0.4160   0.9400   3.6001 
  5.0000   5.0000   5.0000   1.1450  -1.5280   0.1200   5.6001 
  5.0000   5.0000   5.0000  -1.9920  -0.6920   0.5140   8.8001 
  5.0000   5.0000   5.0000   1.0990  -0.4790  -0.6600   3.6001 
  5.0000   5.0000   5.0000  -0.4880   1.3120   0.2080   8.4001 
  5.0000   5.0000   5.0000   0.2880  -0.6580  -1.2440   6.1001 
  5.0000   5.0000   5.0000  -1.1410   0.4070   0.8340   8.4001 
  5.0000   5.0000   5.0000   0.5950   0.6740  -0.5590   3.6001 
  5.0000   5.0000   5.0000  -1.7420  -1.2670   0.4720   5.5001 
  5.0000   5.0000   5.0000  -0.7950  -1.0550  -0.7370   6.5001 
  5.0000   5.0000   5.0000   0.2530  -1.8710   1.1050   0.4001 
  5.0000   5.0000   5.0000   0.0030  -1.2020  -1.3600   1.5001 
  5.0000   5.0000   5.0000  -1.8900   1.2000  -1.8010   5.1001 
  5.0000   5.0000   5.0000  -1.1060  -0.6930  -0.7880   0.5001 
  5.0000   5.0000   5.0000   1.7150  -1.9540   1.8900   6.2001 
  5.0000   5.0000   5.0000   0.7200  -0.3170   1.4990   3.0001 
  5.0000   5.0000   5.0000   0.7680   0.3230   1.4370   7.3001 
  5.0000   5.0000   5.0000   1.2680  -1.3000  -0.1090   7.3001 
  5.0000   5.0000   5.0000  -0.8190  -1.0040   1.5770   8.4001 
  5.0000   5.0000   5.0000  -0.2060  -1.4310   0.6990   5.7001 
  5.0000   5.0000   5.0000   1.7690   1.2510  -0.9920   6.4001 
  5.0000   5.0000   5.0000  -1.0900   0.2200   0.7690   7.7001 
  5.0000   5.0000   5.0000   0.6180   1.0110   1.6400   9.0001 
  5.0000   5.0000   5.0000  -0.9540   1.1390  -0.6280   1.4001 
  5.0000   5.0000   5.0000  -0.1860  -1.1910  -1.8600   8.3001 
  5.0000   5.0000   5.0000  -0.1390   0.3830   1.3080   4.2001 
  5.0000   5.0000   5.0000   1.3790   0.8860   0.2270   7.4001 
  5.0000   5.0000   5.0000   1.4550  -0.7220   1.7830   7.7001 
  5.0000   5.0000   5.0000  -1.1190  -1.2090  -1.7590   9.2001 
  5.0000   5.0000   5.0000   1.3630   1.3620   0.7690   3.3001 
  5.0000   5.0000   5.0000   0.7260   0.7610  -1.9770   2.4001 
  5.0000   5.0000   5.0000   0.2520  -0.6050  -1.7090   6.7001 
  5.0000   5.0000   5.0000   0.5560  -1.2170  -0.4980   1.7001 
  5.0000   5.0000   5.0000   1.1660  -1.1900   1.8110   4.5001 
  5.0000   5.0000   5.0000  -1.9520   0.3900  -1.9290   5.6001 
  5.0000   5.0000   5.0000  -1.9790   1.8540   1.4330   0.2001 
  5.0000   5.0000   5.0000  -1.0030  -1.9740   1.0460   1.2001 
  5.0000   5.0000   5.0000   1.3880   0.1680   1.0450   6.6001 
  5.0000   5.0000   5.0000  -1.0710   1.4200   0.5910   8.2001 
  5.0000   5.0000   5.0000  -0.8330   1.2340   1.6010   2.3001 
  5.0000   5.0000   5.0000  -1.9830  -0.8970  -1.5080   8.3001 
  5.0000   5.0000   5.0000   0.2650  -1.6960   0.0800   6.6001 
  5.0000   5.0000   5.0000   1.0460   0.5040   0.5220   6.7001 
  5.0000   5.0000   5.0000   0.7100  -0.0450   1.9700   0.8001 
  5.0000   5.0000   5.0000  -0.0190   1.0160  -1.2280   2.1001 
  5.0000   5.0000   5.0000  -0.4640   1.8180  -1.8120   6.6001 
  5.0000   5.0000   5.0000   1.2380   1.1310   0.0000   5.8001 
  5.0000   5.0000   5.0000   0.3650  -0.0470  -1.5190   3.4001 
  5.0000   5.0000   5.0000   1.4080  -0.6740  -0.0830   7.3001 
  5.0000   5.0000   5.0000  -0.3700  -1.6510  -1.6610   7.6001 
  5.0000   5.0000   5.0000   0.8530   1.2130   1.7440   1.6001 
  5.0000   5.0000   5.0000  -0.8320  -1.9340  -0.3760   0.1001 
  5.0000   5.0000   5.0000   1.4340   0.7480  -0.7770   7.1001 
  5.0000   5.0000   5.0000   0.5660  -0.2370   1.7890   5.7001 
  5.0000   5.0000   5.0000  -0.7540   0.1410   0.9150   6.3001 
  5.0000   5.0000   5.0000  -1.9060   1.7480   0.6970   0.2001 
  5.0000   5.0000   5.0000  -0.9260  -1.0340  -0.4730   5.6001 
  5.0000   5.0000   5.0000  -0.3330  -0.1330   1.7330   7.3001 
  5.0000   5.0000   5.0000  -0.5680   1.8290   0.7890   0.1001 
  5.0000   5.0000   5.0000  -1.7530  -1.2350   0.1020   8.1001 
  5.0000   5.0000   5.0000   1.5130   1.6770  -1.3480   3.2001 
  5.0000   5.0000   5.0000  -0.2080  -1.2070  -1.4110   3.8001 
  5.0000   5.0000   5.0000   0.9340   1.8560   1.3530   2.8001 
  5.0000   5.0000   5.0000   1.6040   0.4020   0.5300   7.9001 
  5.0000   5.0000   5.0000   1.3680  -1.5900  -1.9130   8.8001 
  5.0000   5.0000   5.0000   0.6290  -1.8280   0.2610   6.1001 
  5.0000   5.0000   5.0000  -1.9990  -0.9500   0.6620   0.0001 
  5.0000   5.0000   5.0000  -0.1850  -0.8830  -1.7180   2.8001 
  5.0000   5.0000   5.0000  -0.8540  -0.7140   1.7600   3.9001 
  5.0000   5.0000   5.0000   0.0800  -1.2990   0.3290   6.6001 
  5.0000   5.0000   5.0000  -1.4430  -0.3170  -1.6050   1.4001 
  5.0000   5.0000   5.0000  -1.9150   1.2770  -0.4550   0.6001 
  5.0000   5.0000   5.0000   1.6870  -0.3680  -0.8060   1.6001 
  5.0000   5.0000   5.0000  -0.1950   1.4550   0.7300   5.8001 
  5.0000   5.0000   5.0000  -1.1430  -0.6080   0.7590   7.2001 
  5.0000   5.0000   5.0000   0.8610   1.3930  -1.6480   0.8001 
  5.0000   5.0000   5.0000  -1.3210  -1.5350   1.2990   1.1001 
  5.0000   5.0000   5.0000  -0.4820  -0.3720  -1.5220   7.6001 
  5.0000   5.0000   5.0000   1.6630  -0.7750   0.9420   0.1001 
  5.0000   5.0000   5.0000  -1.1460  -1.5130   1.9070   9.4001 
  5.0000   5.0000   5.0000   0.4710  -0.5470   1.5620   7.6001 
  5.0000   5.0000   5.0000  -0.7400   0.2920   0.7870   1.7001 
  5.0000   5.0000   5.0000  -1.9630  -0.4540  -0.8590   9.8001 
  5.0000   5.0000   5.0000  -1.0610  -0.5070   1.2580   7.0001 
  5.0000   5.0000   5.0000   0.3100   0.5570  -0.9180   2.9001 
  5.0000   5.0000   5.0000  -1.4620  -0.0880   0.2570   5.3001 
  5.0000   5.0000   5.0000   1.1370  -0.8010  -1.3460   4.3001 
  5.0000   5.0000   5.0000   0.0380  -1.0870  -0.7630   0.9001 
  5.0000   5.0000   5.0000   0.3660  -1.2000  -0.8620   2.6001 
  5.0000   5.0000   5.0000   1.0920  -1.7230   0.0950   2.9001 
  5.0000   5.0000   5.0000   0.1750   1.2360   0.3800   1.4001 
  5.0000   5.0000   5.0000  -0.9180  -0.0100  -0.5640   9.2001 
  5.0000   5.0000   5.0000  -1.1000   0.8700   1.5730   3.8001 
  5.0000   5.0000   5.0000  -1.2180  -0.1700  -0.0090   7.1001 
  5.0000   5.0000   5.0000   1.3810   0.9980  -1.0330   7.1001 
  5.0000   5.0000   5.0000   1.9110   0.2040   0.6330   7.8001 
  5.0000   5.0000   5.0000   1.0040   1.7710   0.2560   4.9001 
  5.0000   5.0000   5.0000  -1.6000  -1.6480  -0.0700   7.5001 
  5.0000   5.0000   5.0000   1.5880  -1.3380   0.0410   2.2001 
  5.0000   5.0000   5.0000   0.6530   1.4770  -1.2330   5.3001 
  5.0000   5.0000   5.0000   0.7000  -1.6600  -0.6570   8.2001 
  5.0000   5.0000   5.0000   0.5230   1.6860  -1.8940   0.4001 
  5.0000   5.0000   5.0000   0.6840  -0.9270  -1.9720   9.6001 
  5.0000   5.0000   5.0000   1.6290   0.6610  -0.7740   8.6001 
  5.0000   5.0000   5.0000   0.7840   1.8340  -0.5650   8.4001 
  5.0000   5.0000   5.0000  -1.8140   1.7170  -0.2410   2.7001 
  5.0000   5.0000   5.0000  -1.6200   1.8000  -0.8510   8.5001 
  5.0000   5.0000   5.0000   1.2770  -0.0840   0.9380   7.7001 
  5.0000   5.0000   5.0000   0.6090  -1.3670  -0.1880   3.2001 
  5.0000   5.0000   5.0000  -1.6810   0.2700   1.3880   5.6001 
  5.0000   5.0000   5.0000   1.6950   1.4160   0.3040   7.6001 
  5.0000   5.0000   5.0000   0.0770   1.5300   0.6620   6.1001 
  5.0000   5.0000   5.0000   1.3640  -1.5510  -1.9550   0.3001 
  5.0000   5.0000   5.0000  -1.8330   0.1560  -1.9700   9.9001 
  5.0000   5.0000   5.0000  -0.0440  -0.4690  -1.7160   8.6001 
  5.0000   5.0000   5.0000   1.8000   1.5740   1.9150   0.9001 
  5.0000   5.0000   5.0000  -1.4410   0.0790   1.8930   3.0001 
  5.0000   5.0000   5.0000  -1.6510   1.6330  -1.4140   9.6001 
  5.0000   5.0000   5.0000   1.0500   0.8900  -1.9270   7.9001 
  5.0000   5.0000   5.0000   0.7720   1.0870   0.6930   8.9001 
  5.0000   5.0000   5.0000   1.5370   1.0900   0.3920   5.6001 
  5.0000   5.0000   5.0000  -0.7530   0.7740  -1.0450   0.3001 
  5.0000   5.0000   5.0000  -1.3430  -0.4090  -1.2110   0.9001 
  5.0000   5.0000   5.0000  -0.4830  -0.9430   1.5700   7.6001 
  5.0000   5.0000   5.0000   1.1360   1.4630   1.3060   8.6001 
  5.0000   5.0000   5.0000   1.4490  -1.7550  -1.7660   9.9001 
  5.0000   5.0000   5.0000   1.1350  -1.3410  -1.6700   6.0001 
  5.0000   5.0000   5.0000   1.7470   1.0230  -1.2510   8.4001 
  5.0000   5.0000   5.0000   0.1140   1.4930   1.6920   6.1001 
  5.0000   5.0000   5.0000   0.6190  -1.0010   0.9160   2.8001 
  5.0000   5.0000   5.0000   0.5900  -1.9420  -1.5620   5.9001 
  5.0000   5.0000   5.0000  -0.8850  -1.9920   0.5350   5.1001 
  5.0000   5.0000   5.0000   1.8240   0.1930  -1.9110   7.3001 
  5.0000   5.0000   5.0000   0.4380  -1.6760   0.1240   2.6001 
  5.0000   5.0000   5.0000  -0.6650   0.4540  -1.8140   8.2001 
  5.0000   5.0000   5.0000  -0.1700  -0.7130  -1.2820   4.4001 
  5.0000   5.0000   5.0000  -0.8680  -1.5900   1.6570   5.1001 
  5.0000   5.0000   5.0000  -0.5910   0.9250   1.7310   5.1001 
  5.0000   5.0000   5.0000   0.9830  -1.8310  -1.1900   9.8001 
  5.0000   5.0000   5.0000  -1.4700   1.3450  -1.6500   0.6001 
  5.0000   5.0000   5.0000  -0.1090  -1.2090  -1.6690   2.9001 
  5.0000   5.0000   5.0000  -0.5330   0.4550   0.2550   0.3001 
  5.0000   5.0000   5.0000  -0.7390   0.7930   1.8850   9.1001 
  5.0000   5.0000   5.0000  -1.5680  -1.3960   1.3870   6.4001 
  5.0000   5.0000   5.0000  -0.9860   1.3960  -0.3330   7.6001 
  5.0000   5.0000   5.0000   0.3220  -0.6010   1.1270   0.5001 
  5.0000   5.0000   5.0000  -0.0800   1.9380  -0.2440   0.2001 
  5.0000   5.0000   5.0000   1.6350   0.4580   1.5080   2.6001 
  5.0000   5.0000   5.0000   1.2490   1.8390   0.2080   1.7001 
  5.0000   5.0000   5.0000   0.6460  -1.1850   1.5200   0.8001 
  5.0000   5.0000   5.0000   1.6090   1.7570   1.3510   4.1001 
  5.0000   5.0000   5.0000  -1.6390   1.0910  -0.0420   2.8001 
  5.0000   5.0000   5.0000   0.8390   1.6250  -1.1440   6.1001 
  5.0000   5.0000   5.0000  -0.6240   1.9830   0.8190   9.7001 
  5.0000   5.0000   5.0000  -1.7270  -1.0730   0.0990   0.9001 
  5.0000   5.0000   5.0000   1.3850  -0.0400  -0.2130   8.6001 
  5.0000   5.0000   5.0000   0.1510   1.9950   1.7030   9.8001 
  5.0000   5.0000   5.0000  -0.8370   1.5750  -0.9420   7.2001 
  5.0000   5.0000   5.0000   1.3330  -1.5910  -0.8350   4.6001 
  5.0000   5.0000   5.0000   1.8520   1.1230   0.1260   9.2001 
  5.0000   5.0000   5.0000   0.7490   0.9820  -1.7950   2.5001 
  5.0000   5.0000   5.0000   0.9660   1.3760   1.7740   9.1001 
  5.0000   5.0000   5.0000  -1.6970   0.2260   1.8520   8.8001 
  5.0000   5.0000   5.0000  -1.8140  -0.3600   1.0270   3.7001 
  5.0000   5.0000   5.0000  -0.0130   0.7300   1.4870   5.0001 
  5.0000   5.0000   5.0000   0.6580  -1.4550  -1.7260   4.3001 
  5.0000   5.0000   5.0000  -0.6930  -0.2080   0.3890   5.9001 
  5.0000   5.0000   5.0000  -1.0850  -1.4840  -1.7970   1.6001 
  5.0000   5.0000   5.0000   1.8500  -1.5910  -1.5060   1.6001 
  5.0000   5.0000   5.0000   1.7850  -1.7320   0.7600   8.9001 
  5.0000   5.0000   5.0000   0.4940   0.6120  -1.8710   3.2001 
  5.0000   5.0000   5.0000  -1.3960   1.1560  -0.2780   4.4001 
  5.0000   5.0000   5.0000   0.2390  -0.7910   0.0940   9.7001 
  5.0000   5.0000   5.0000  -0.2450   0.7210   1.2400   6.2001 
  5.0000   5.0000   5.0000  -1.4870  -0.0190  -1.4270   8.0001 
  5.0000   5.0000   5.0000   0.8490  -1.2230  -0.2030   0.0001 
  5.0000   5.0000   5.0000  -0.8140   0.2910  -0.1320   2.3001 
  5.0000   5.0000   5.0000   0.9110  -1.3720  -0.2360   5.8001 
  5.0000   5.0000   5.0000   1.2410  -0.1060  -1.2100   9.7001 
  5.0000   5.0000   5.0000  -0.5980   0.5120   1.1410   9.3001 
  5.0000   5.0000   5.0000  -1.9260  -0.4120  -0.7580   2.9001 
  5.0000   5.0000   5.0000  -1.6910  -1.1660  -0.7570   7.4001 
